DEPARTAMENTO_CIRCUNSCRICAO,SECCIONAL_CIRCUNSCRICAO,MUNICIPIO_CIRCUNSCRICAO,DP_CIRCUNSCRICAO ,HD,Nº DE VÍT HD,ID_DELEGACIA,MÊS ESTATISTICA,ANO ESTATISTICA,DATAHORA_REGISTRO_BO,NUM_BO,ANO_BO,MUNICIPIO_ELABORACAO,DP_ELABORACAO,SEC_ELABORACAO,DEP_ELABORACAO,DATA_FATO,HORA_FATO,DESC_TIPOLOCAL,LOGRADOURO,NUMERO_LOGRADOURO,LATITUDE,LONGITUDE,TIPO_PESSOA,SEXO_PESSOA,IDADE_PESSOA,DATA_NASCIMENTO_PESSOA,COR_PELE,PROFISSAO,NATUREZA_APURADA,DESDOBRAMENTO
DEINTER 7,SEC Itapetininga,Alambari,DM - Alambari,1,1,120323,10,2016,10/13/2016,107,2016,ALAMBARI,DEL.POL.ALAMBARI,DEL.SEC.ITAPETININGA,DEINTER 7 - SOROCABA,10/13/2016,PELA MANHÃ,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS,,,,Vítima,Feminino,14,1/25/2002,Branca,NULL,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 4,SEC Bauru,Pirajuí,DM - Pirajui,1,1,60111,10,2016,10/13/2016,1204,2016,PIRAJUI,DEL.POL.PIRAJUI,DEL.SEC.BAURU,DEINTER 4 - BAURU,10/13/2016,01:30:00 PM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS,,,,Vítima,Feminino,45,6/29/1971,Branca,PRENDAS DOMESTICAS,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 3,SEC Ribeirão Preto,Ribeirão Preto,003 DP - Ribeirão Preto,1,1,100919,10,2016,10/14/2016,20725,2016,RIBEIRAO PRETO,CENTRAL POL. JUD. RIB. PRETO,DEL.SEC.RIBEIRAO PRETO,DEINTER 3 - RIBEIRAO PRETO,10/14/2016,06:05:00 PM,Via pública,RUA MARQUÊS DA CRUZ,383,-21.1724822856383,-47.8318082269361,Vítima,Feminino,29,3/26/1987,Parda,COMERCIANTE,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 4,SEC Bauru,Bauru,002 DP - Bauru,1,1,60404,11,2016,11/11/2016,25934,2016,BAURU,CENTRAL POL.JUDICIÁRIA-BAURU,DEL.SEC.BAURU,DEINTER 4 - BAURU,11/11/2016,07:42:00 AM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS,,,,Vítima,Feminino,57,5/30/1959,Branca,NULL,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 4,SEC Ourinhos,Ourinhos,002 DP - Ourinhos,1,1,80505,11,2016,11/19/2016,2791,2016,OURINHOS,DEL.SEC.OURINHOS PLANTÃO,DEL.SEC.OURINHOS,DEINTER 4 - BAURU,11/19/2016,A TARDE,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS,,,,Vítima,Feminino,25,4/28/1991,Branca,NULL,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DECAP,1ª SEC,São Paulo,078 DP - Jardins,1,1,10109,11,2016,11/12/2016,1866,2016,S.PAULO,01ª DEL.DEF.MUL. CENTRO,DEL.SEC.1º CENTRO,DECAP,11/12/2016,01:49:00 AM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS,,,,Vítima,Feminino,28,10/19/1988,Branca,NULL,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEMACRO,SEC Mogi das Cruzes,Poá,DM - Poá,1,1,30309,11,2016,11/1/2016,5844,2016,POA,DEL.POL.SUZANO,DEL.SEC.MOGI DAS CRUZES,DEMACRO,11/1/2016,07:00:00 PM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS,,,,Vítima,Feminino,50,4/3/1966,Branca,NULL,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 8,SEC Presidente Venceslau,Presidente Epitácio,DM - Presidente Epitácio,1,1,90627,11,2016,11/25/2016,2110,2016,PRESIDENTE EPITACIO,DEL.POL.PLANTÃO PRES.EPITACIO,DEL.SEC.PRESIDENTE VENCESLAU,DEINTER 8 - PRESIDENTE PRUDENTE,11/25/2016,05:15:00 AM,Saúde,RUA ANTÔNIO VENÂNCIO LOPES,942,-21.7704988947599,-52.1139797847199,Vítima,Feminino,40,5/21/1976,Preta,NULL,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEMACRO,SEC Osasco,Osasco,010 DP Osasco,1,1,30440,12,2016,12/23/2016,6308,2016,OSASCO,10º D.P. OSASCO,DEL.SEC.OSASCO,DEMACRO,12/22/2016,12:10:00 PM,Saúde,RUA ARI BARROSO,355,-23.5263241685416,-46.7718989538749,Vítima,Feminino,24,8/6/1992,Parda,NULL,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 3,SEC Franca,Franca,005 DP - Franca,1,1,100910,12,2016,12/27/2016,9516,2016,FRANCA,DEL.SEC.FRANCA PLANTÃO,DEL.SEC.FRANCA,DEINTER 3 - RIBEIRAO PRETO,12/26/2016,06:00:00 PM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS,,,,Vítima,Feminino,46,3/20/1970,Parda,NULL,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 3,SEC São Joaquim da Barra,Sales Oliveira,DM - Sales Oliveira,1,1,100421,12,2016,12/21/2016,481,2016,SALES OLIVEIRA,DEL.POL.SALES OLIVEIRA,DEL.SEC.S. JOAQUIM DA BARRA,DEINTER 3 - RIBEIRAO PRETO,12/21/2016,08:30:00 AM,Unidade rural,FAZENDA SAO JOAQUIM,0,NULL,NULL,Vítima,Feminino,25,12/4/1991,Branca,NULL,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
