DEPARTAMENTO_CIRCUNSCRICAO,SECCIONAL_CIRCUNSCRICAO,MUNICIPIO_CIRCUNSCRICAO,DP_CIRCUNSCRICAO ,HD,Nº DE VÍT HD,ID_DELEGACIA,MÊS ESTATISTICA,ANO ESTATISTICA,DATAHORA_REGISTRO_BO,NUM_BO,ANO_BO,MUNICIPIO_ELABORACAO,DP_ELABORACAO,SEC_ELABORACAO,DEP_ELABORACAO,DATA_FATO,HORA_FATO,DESC_TIPOLOCAL,LOGRADOURO,NUMERO_LOGRADOURO,LATITUDE,LONGITUDE,TIPO_PESSOA,SEXO_PESSOA,IDADE_PESSOA,DATA_NASCIMENTO_PESSOA,COR_PELE,PROFISSAO,NATUREZA_APURADA,DESDOBRAMENTO
DEINTER 9,SEC Limeira,Limeira,004 DP - Limeira,1,1,70923,4,2021,4/16/2021,911,2021,LIMEIRA,DEL.SEC.LIMEIRA PLANTÃO,DEL.SEC.LIMEIRA,DEINTER 9 - PIRACICABA,4/15/2021,A TARDE,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,25,4/6/1996,Branca,ESTUDANTE,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEMACRO,SEC Franco da Rocha,Cajamar,001 DP - Cajamar,1,1,70401,4,2021,4/27/2021,676,2021,CAJAMAR,DEL.POL.CAJAMAR,DEL.SEC.FRANCO DA ROCHA,DEMACRO,4/27/2021,06:29:00 PM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,28,7/10/1992,Branca,ESTUDANTE,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DECAP,3ª SEC,São Paulo,089 DP - Portal do Morumbi,1,1,10241,5,2021,5/20/2021,1626,2021,S.PAULO,37º D.P. CAMPO LIMPO,DEL.SEC.3º OESTE,DECAP,5/20/2021,DE MADRUGADA,Restaurante e afins,RUA ERNEST RENAM,1,-23.6059713229999,-46.72327451,Vítima,Feminino,31,3/22/1990,Preta,NULL,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DECAP,4ª SEC,São Paulo,045 DP - Vila Brasilândia,1,1,10335,5,2021,5/5/2021,1568,2021,S.PAULO,72º D.P. VILA PENTEADO,DEL.SEC.4º NORTE,DECAP,5/5/2021,10:33:00 AM,Via pública,RUA RODOLFO BARDELA,278,-23.4688879321923,-46.6926436863653,Vítima,Feminino,65,4/12/1956,Preta,APOSENTADO(A),HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DECAP,4ª SEC,São Paulo,072 DP - Vila Penteado,1,1,20103,5,2021,5/15/2021,1493,2021,S.PAULO,04ª DDM NORTE,DEL.SEC.4º NORTE,DECAP,5/15/2021,04:00:00 AM,Via pública,RUA DIAMANTINO MATHEUS,587,-23.465347500037,-46.6736593456296,Vítima,Feminino,28,12/21/1992,Parda,CABELEIREIRO(A),HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DECAP,4ª SEC,São Paulo,090 DP - Parque Novo Mundo,1,1,10336,5,2021,5/2/2021,2301,2021,S.PAULO,73º D.P. JACANA,DEL.SEC.4º NORTE,DECAP,5/2/2021,03:15:00 AM,Via pública,RUA ARENAPOLIS,10,-23.5216682215454,-46.5791995905454,Vítima,Feminino,17,3/14/2004,Branca,NAO INFORMADA,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DECAP,8ª SEC,São Paulo,055 DP - Parque São Rafael,1,1,20249,5,2021,5/10/2021,2790,2021,S.PAULO,49º D.P. SAO MATEUS,DEL.SEC.8º SAO MATEUS,DECAP,5/10/2021,07:27:00 PM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,51,11/26/1969,Parda,NULL,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 1,SEC Guaratinguetá,Lorena,001 DP - Lorena,1,1,130204,5,2021,5/27/2021,465,2021,LORENA,DEL.POL.LORENA,DEL.SEC.GUARATINGUETA,DEINTER 1 - SAO JOSE DOS CAMPOS,5/27/2021,06:00:00 PM,Via pública,ALAMEDA GILARDI INÁCIO DE ANDRADE,775,-22.7404852359999,-45.091625092,Vítima,Feminino,29,11/21/1991,Parda,NULL,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 10,SEC Andradina,Andradina,001 DP - Andradina,1,1,50115,5,2021,5/4/2021,137,2021,ANDRADINA,DDM ANDRADINA,DEL.SEC.ANDRADINA,DEINTER 10 - ARAÇATUBA,5/4/2021,03:00:00 PM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,58,12/22/1962,Branca,NAO INFORMADA,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 2,1ª Seccional Campinas,Paulínia,DM - Paulínea,1,1,70319,5,2021,5/2/2021,991,2021,PAULINIA,DEL.POL.PAULINIA,DEL.SEC.1º CAMPINAS,DEINTER 2 - CAMPINAS,5/2/2021,PELA MANHÃ,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,28,4/19/1993,Parda,CAPITALISTA DE ATIVOS FINANC.,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 2,2ª Seccional Campinas,Campinas,002 DP - Campinas,1,1,120557,5,2021,5/10/2021,716,2021,CAMPINAS,PLANTÃO-DEF.MUL.CAMPINAS-2ªSEC,DEL.SEC.2º CAMPINAS,DEINTER 2 - CAMPINAS,5/10/2021,06:17:00 PM,Via pública,RUA GUSTAVO ORSOLINI,6608,-22.986687334,-47.106248738,Vítima,Feminino,46,12/3/1974,Branca,CONFERENTE,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 2,2ª Seccional Campinas,Campinas,002 DP - Campinas,1,1,70942,5,2021,5/22/2021,1520,2021,CAMPINAS,DEL.SEC.2ª CAMPINAS-PLANTÃO,DEL.SEC.2º CAMPINAS,DEINTER 2 - CAMPINAS,5/22/2021,12:41:00 AM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,32,3/30/1989,Preta,VIGILANTE,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 3,SEC Araraquara,Araraquara,004 DP - Araraquara,1,1,100908,5,2021,5/30/2021,984,2021,ARARAQUARA,DEL.SEC.ARARAQUARA PLANTÃO,DEL.SEC.ARARAQUARA,DEINTER 3 - RIBEIRAO PRETO,5/30/2021,05:30:00 PM,Hospedagem,AVENIDA ENGENHEIRO CAMILO DINUCCI,4071,-21.8234550852399,-48.1551717989,Vítima,Feminino,36,11/12/1984,Parda,AUXILIAR DE LIMPEZA,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 3,SEC Araraquara,Ibitinga,DM - Ibitinga,1,1,100121,5,2021,5/13/2021,1702,2021,IBITINGA,DEL.POL.IBITINGA,DEL.SEC.ARARAQUARA,DEINTER 3 - RIBEIRAO PRETO,5/12/2021,09:00:00 PM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,24,11/3/1996,Branca,NULL,HOMICÍDIO DOLOSO,A pena do feminicídio é aumentada de 1/3 (um terço) até a metade se o crime for
DEINTER 3,SEC Araraquara,Matão,001 DP - Matao,1,1,100111,5,2021,5/6/2021,598,2021,MATAO,DEL.POL.MATÃO,DEL.SEC.ARARAQUARA,DEINTER 3 - RIBEIRAO PRETO,5/6/2021,10:00:00 PM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,31,3/21/1990,Branca,NAO INFORMADA,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 3,SEC Barretos,Colina,DM - Colina,1,1,100909,5,2021,5/3/2021,1783,2021,BARRETOS,DEL.SEC.BARRETOS PLANTÃO,DEL.SEC.BARRETOS,DEINTER 3 - RIBEIRAO PRETO,5/3/2021,DE MADRUGADA,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,20,10/18/2000,Branca,ESTUDANTE,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 3,SEC Barretos,Colina,DM - Colina,,1,100909,5,2021,5/3/2021,1783,2021,BARRETOS,DEL.SEC.BARRETOS PLANTÃO,DEL.SEC.BARRETOS,DEINTER 3 - RIBEIRAO PRETO,5/3/2021,DE MADRUGADA,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,9,11/4/2011,Branca,ESTUDANTE,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 3,SEC São Carlos,São Carlos,005 DP - São Carlos,1,1,100911,5,2021,5/17/2021,997,2021,S.CARLOS,DEL.SEC.SÃO CARLOS PLANTÃO,DEL.SEC.SAO CARLOS,DEINTER 3 - RIBEIRAO PRETO,5/17/2021,08:07:00 PM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,44,6/30/1976,Parda,VIGILANTE,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 4,SEC Lins,Getulina,DM - Getulina,1,1,60405,5,2021,5/9/2021,1913,2021,LINS,CPJ LINS,DEL.SEC.LINS,DEINTER 4 - BAURU,5/9/2021,07:30:00 PM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,40,1/8/1981,Branca,NULL,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 6,SEC Jacupiranga,Pariquera-Açu,DM - Pariquera-Açú,1,1,40107,5,2021,5/12/2021,385,2021,PARIQUERA ACU,DEL.POL.PARIQUERA ACU,DEL.SEC.JACUPIRANGA,DEINTER 6 - SANTOS,5/12/2021,EM HORA INCERTA,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,14,7/15/2006,Parda,ESTUDANTE,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 7,SEC Itapetininga,Capela do Alto,DM - Capela do Alto,1,1,120609,5,2021,5/2/2021,916,2021,TATUI,DEL.POL.PLANTÃO TATUI,DEL.SEC.ITAPETININGA,DEINTER 7 - SOROCABA,5/1/2021,10:30:00 PM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,24,5/27/1996,Branca,PRENDAS DOMESTICAS,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 8,SEC Dracena,Junqueirópolis,DM - Junqueirópolis,1,1,90622,5,2021,5/3/2021,1164,2021,DRACENA,DEL.SEC.DRACENA PLANTÃO,DEL.SEC.DRACENA,DEINTER 8 - PRESIDENTE PRUDENTE,5/3/2021,DE MADRUGADA,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,49,3/31/1972,Parda,NAO INFORMADA,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 9,SEC Americana,Santa Bárbara D'Oeste,002 DP - Sta. Barbara do Oeste,1,1,70925,5,2021,5/16/2021,633,2021,S.BARBARA D OESTE,DEL.POL.PLANTÃO S.BARB.DOESTE,DEL.SEC.AMERICANA,DEINTER 9 - PIRACICABA,5/16/2021,10:00:00 AM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,24,4/11/1997,Parda,ESTUDANTE,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 9,SEC Limeira,Limeira,003 DP - Limeira,1,1,70923,5,2021,5/16/2021,1143,2021,LIMEIRA,DEL.SEC.LIMEIRA PLANTÃO,DEL.SEC.LIMEIRA,DEINTER 9 - PIRACICABA,5/16/2021,08:00:00 PM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,35,10/12/1985,Branca,NAO INFORMADA,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 9,SEC São João Boa Vista,Aguaí,DM - Aguaí,1,1,70700,5,2021,5/4/2021,1574,2021,S.JOAO DA BOA VISTA,DEL.SEC.S.JOAO DA BOA VISTA,DEL.SEC.S.JOÃO DA BOA VISTA,DEINTER 9 - PIRACICABA,5/4/2021,02:19:00 AM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,33,5/30/1987,Parda,NULL,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEMACRO,SEC Guarulhos,Arujá,DM - Aruja,1,1,30617,5,2021,5/12/2021,51,2021,ARUJA,DDM ARUJA,DEL.SEC.GUARULHOS,DEMACRO,5/12/2021,09:20:00 AM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,38,5/28/1982,Branca,NULL,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEMACRO,SEC Guarulhos,Guarulhos,006 DP - Guarulhos,1,1,30206,5,2021,5/29/2021,1634,2021,GUARULHOS,01º D.P. GUARULHOS,DEL.SEC.GUARULHOS,DEMACRO,5/29/2021,02:56:00 PM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,26,8/31/1994,Branca,NULL,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEMACRO,SEC Santo André,Mauá,001 DP - Mauá,1,1,30124,5,2021,5/17/2021,1716,2021,MAUA,01º DP MAUA-DR.ALFREDO GARBINO,DEL.SEC.SANTO ANDRÉ,DEMACRO,5/17/2021,03:30:00 PM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,37,5/28/1983,Branca,NAO INFORMADA,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DECAP,3ª SEC,São Paulo,007 DP - Lapa,1,1,20103,6,2021,6/16/2021,1941,2021,S.PAULO,04ª DDM NORTE,DEL.SEC.4º NORTE,DECAP,6/15/2021,08:23:00 PM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,16,10/7/2004,Branca,MANICURE,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DECAP,5ª SEC,São Paulo,031 DP - Vila Carrão,1,1,20210,6,2021,6/17/2021,2269,2021,S.PAULO,10º D.P. PENHA DE FRANCA,DEL.SEC.5º LESTE,DECAP,6/17/2021,09:02:00 PM,Comércio e serviços,AVENIDA ARICANDUVA,3600,-23.5400193890539,-46.5440264619178,Vítima,Feminino,33,6/10/1988,Branca,RECEPCIONISTA,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 10,SEC Araçatuba,Birigui,DM - Birigui,1,1,50309,6,2021,6/14/2021,1802,2021,BIRIGUI,DEL.POL.PLANTÃO BIRIGUI,DEL.SEC.ARACATUBA,DEINTER 10 - ARAÇATUBA,6/14/2021,07:17:00 PM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,40,5/10/1981,Branca,OUTROS,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 2,2ª Seccional Campinas,Campinas,011 DP - Campinas,1,1,120557,6,2021,6/4/2021,810,2021,CAMPINAS,PLANTÃO-DEF.MUL.CAMPINAS-2ªSEC,DEL.SEC.2º CAMPINAS,DEINTER 2 - CAMPINAS,6/4/2021,A TARDE,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,60,11/25/1960,Branca,AUTONOMO(A),HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 3,SEC Ribeirão Preto,Santa Rosa do Viterbo,DM - Sta. Rosa Viterbo,1,1,100422,6,2021,6/12/2021,670,2021,S.ROSA DE VITERBO,DEL.POL.S.ROSA DE VITERBO,DEL.SEC.RIBEIRAO PRETO,DEINTER 3 - RIBEIRAO PRETO,6/12/2021,12:28:00 AM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,41,6/4/1980,Branca,ATENDENTE,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 4,SEC Bauru,Lençóis Paulista,DM - Lençóis Paulista,1,1,60004,6,2021,6/5/2021,321,2021,BAURU,DEL.SEC.BAURU PL SUB-REG,DEL.SEC.BAURU,DEINTER 4 - BAURU,6/5/2021,04:48:00 PM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,29,8/16/1991,Branca,AUXILIAR DE SERVIÇOS GERAIS,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 7,SEC Sorocaba,Salto,002 DP - Salto,1,1,120512,6,2021,6/13/2021,874,2021,SALTO,DEL.POL.SALTO,DEL.SEC.SOROCABA,DEINTER 7 - SOROCABA,6/13/2021,02:00:00 AM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,37,10/8/1983,Parda,NAO INFORMADA,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DECAP,4ª SEC,São Paulo,039 DP - Vila Gustavo,1,1,10336,7,2021,7/11/2021,3637,2021,S.PAULO,73º D.P. JACANA,DEL.SEC.4º NORTE,DECAP,7/11/2021,04:00:00 PM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,34,8/15/1986,Branca,NULL,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DECAP,6ª SEC,São Paulo,101 DP - Jardim das Imbuias,1,1,10601,7,2021,7/11/2021,3308,2021,S.PAULO,06ª DDM SANTO AMARO,DEL.SEC.6º SANTO AMARO,DECAP,7/11/2021,08:18:00 AM,Via pública,RUA RUBENS DE OLIVEIRA,588,-23.7390936443584,-46.6668456738627,Vítima,Feminino,33,10/2/1987,Preta,NULL,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 2,2ª Seccional Campinas,Campinas,011 DP - Campinas,1,1,120557,7,2021,7/29/2021,1049,2021,CAMPINAS,PLANTÃO-DEF.MUL.CAMPINAS-2ªSEC,DEL.SEC.2º CAMPINAS,DEINTER 2 - CAMPINAS,7/29/2021,10:00:00 PM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,28,8/25/1992,Branca,DESEMPREGADO(A),HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 3,SEC Franca,Franca,002 DP - Franca,1,1,100910,7,2021,7/11/2021,6282,2021,FRANCA,DEL.SEC.FRANCA PLANTÃO,DEL.SEC.FRANCA,DEINTER 3 - RIBEIRAO PRETO,7/10/2021,11:53:00 PM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,53,8/12/1967,Branca,NAO INFORMADA,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 5,SEC Jales,Santa Fé do Sul,DM - Sta. Fé do Sul,1,1,110212,7,2021,7/23/2021,1652,2021,S.FE DO SUL,DEL.POL.SANTA FE DO SUL,DEL.SEC.JALES,DEINTER 5 - SAO JOSE DO RIO PRETO,7/23/2021,04:50:00 PM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,47,4/7/1974,Branca,FUNCION.PUBLICO MUNICIPAL,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 7,SEC Botucatu,Botucatu,003 DP - Botucatu,1,1,120200,7,2021,7/26/2021,774,2021,BOTUCATU,DEL.SEC.BOTUCATU,DEL.SEC.BOTUCATU,DEINTER 7 - SOROCABA,7/25/2021,11:42:00 PM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,30,7/21/1991,Parda,ESTUDANTE,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEMACRO,SEC Carapicuíba,Cotia,002 DP - Cotia,,1,30403,7,2021,7/19/2021,2496,2021,COTIA,DEL.POL.COTIA,DEL.SEC.CARAPICUIBA,DEMACRO,7/19/2021,04:30:00 PM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,41,7/3/1980,Parda,PSICOLOGO(A),HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEMACRO,SEC Guarulhos,Guarulhos,005 DP - Guarulhos,1,1,30207,7,2021,7/11/2021,1521,2021,GUARULHOS,02º D.P. GUARULHOS,DEL.SEC.GUARULHOS,DEMACRO,7/11/2021,02:07:00 AM,Condominio Residencial,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,26,10/29/1994,Parda,AUTONOMO(A),HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DECAP,3ª SEC,São Paulo,075 DP - Jardim Arpoador,1,1,10356,8,2021,8/28/2021,4688,2021,S.PAULO,89º D.P. JARDIM TABOAO,DEL.SEC.3º OESTE,DECAP,8/28/2021,01:00:00 PM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,46,11/1/1974,Parda,ARTESAO(A),HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 2,1ª Seccional Campinas,Campinas,003 DP - Campinas,1,1,120557,8,2021,8/1/2021,1059,2021,CAMPINAS,PLANTÃO-DEF.MUL.CAMPINAS-2ªSEC,DEL.SEC.2º CAMPINAS,DEINTER 2 - CAMPINAS,8/1/2021,04:00:00 AM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,45,6/8/1976,Branca,VENDEDOR(A),HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 3,SEC São Carlos,São Carlos,002 DP - São Carlos,1,1,100911,8,2021,8/21/2021,1875,2021,S.CARLOS,DEL.SEC.SÃO CARLOS PLANTÃO,DEL.SEC.SAO CARLOS,DEINTER 3 - RIBEIRAO PRETO,8/21/2021,11:34:00 AM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,28,7/10/1993,Branca,PRENDAS DOMESTICAS,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 4,SEC Ourinhos,Ourinhos,003 DP - Ourinhos,1,1,80505,8,2021,8/22/2021,1624,2021,OURINHOS,DEL.SEC.OURINHOS PLANTÃO,DEL.SEC.OURINHOS,DEINTER 4 - BAURU,8/22/2021,05:10:00 PM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,35,2/21/1986,Parda,GERENTE,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 7,SEC Avaré,Arandu,DM - Arandu,1,1,120129,8,2021,8/6/2021,2147,2021,AVARE,DEL.SEC.AVARE PLANTÃO,DEL.SEC.AVARE,DEINTER 7 - SOROCABA,8/5/2021,10:17:00 PM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,19,9/4/2001,Branca,DESEMPREGADO(A),HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 8,SEC Adamantina,Lucélia,DM - Lucélia,1,1,90502,8,2021,8/8/2021,682,2021,ADAMANTINA,DEL.SEC.ADAMANTINA PLANTÃO,DEL.SEC.ADAMANTINA,DEINTER 8 - PRESIDENTE PRUDENTE,8/7/2021,11:40:00 PM,Rodovia/Estrada,VICINAL joao lopes da silva,3,-21.725658966,-51.012343049,Vítima,Feminino,22,9/30/1998,Parda,NULL,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEMACRO,SEC Carapicuíba,Carapicuíba,002 DP - Carapicuiba,1,1,30427,8,2021,8/28/2021,3727,2021,CARAPICUIBA,01º D.P. CARAPICUIBA,DEL.SEC.CARAPICUIBA,DEMACRO,8/28/2021,PELA MANHÃ,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,27,2/18/1994,Branca,NAO INFORMADA,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEMACRO,SEC Taboão da Serra,Juquitiba,DM - Juquitiba,1,1,30409,8,2021,8/20/2021,952,2021,JUQUITIBA,DEL.POL.JUQUITIBA,DEL.SEC.TABOÃO DA SERRA,DEMACRO,8/20/2021,11:00:00 AM,Via pública,RUA josé mendes da silva,95,-23.940722115,-47.051969269,Vítima,Feminino,19,9/9/2001,Branca,NULL,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DECAP,1ª SEC,São Paulo,006 DP - Cambuci,1,1,10108,9,2021,9/18/2021,5116,2021,S.PAULO,08º D.P. BRAS,DEL.SEC.1º CENTRO,DECAP,9/18/2021,12:12:00 AM,Via pública,RUA DO LAVAPES,418,-23.5617190077813,-46.6285478005362,Vítima,Feminino,31,8/21/1990,Parda,NAO INFORMADA,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DECAP,6ª SEC,São Paulo,025 DP - Parelheiros,1,1,200305,9,2021,10/6/2021,505,2021,S.PAULO,05ª DEL.DESAPARECIDAS-DHPP,DHPP - DEP. HOM. PROTECAO PESSOA,DHPP,9/29/2021,05:00:00 PM,Via pública,ESTRADA DA BARRAGEM,5300,-23.8663797993355,-46.6837828785449,Vítima,Feminino,30,3/21/1991,Branca,BABÁ,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
