DEPARTAMENTO_CIRCUNSCRICAO,SECCIONAL_CIRCUNSCRICAO,MUNICIPIO_CIRCUNSCRICAO,DP_CIRCUNSCRICAO ,HD,Nº DE VÍT HD,ID_DELEGACIA,MÊS ESTATISTICA,ANO ESTATISTICA,DATAHORA_REGISTRO_BO,NUM_BO,ANO_BO,MUNICIPIO_ELABORACAO,DP_ELABORACAO,SEC_ELABORACAO,DEP_ELABORACAO,DATA_FATO,HORA_FATO,DESC_TIPOLOCAL,LOGRADOURO,NUMERO_LOGRADOURO,LATITUDE,LONGITUDE,TIPO_PESSOA,SEXO_PESSOA,IDADE_PESSOA,DATA_NASCIMENTO_PESSOA,COR_PELE,PROFISSAO,NATUREZA_APURADA,DESDOBRAMENTO
DEINTER 3,SEC Barretos,Colina,DM - Colina,1,1,100909,6,2018,6/4/2018,1440,2018,BARRETOS,DEL.SEC.BARRETOS PLANTÃO,DEL.SEC.BARRETOS,DEINTER 3 - RIBEIRAO PRETO,6/3/2018,09:34:00 PM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,34,7/21/1983,Branca,PRENDAS DOMESTICAS,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 3,SEC Sertãozinho,Jaboticabal,002 DP - Jaboticabal,1,1,100917,6,2018,6/16/2018,680,2018,JABOTICABAL,DEL.POL.PLANTÃO JABOTICABAL,DEL.SEC.SERTÃOZINHO,DEINTER 3 - RIBEIRAO PRETO,6/16/2018,05:40:00 PM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,42,12/26/1975,Branca,FAXINEIRO(A),HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 9,SEC Americana,Hortolândia,001 DP - Hortolândia,1,1,70357,6,2018,6/11/2018,1179,2018,HORTOLANDIA,DEL.POL.HORTOLÂNDIA,DEL.SEC.AMERICANA,DEINTER 9 - PIRACICABA,6/11/2018,05:30:00 AM,Via pública,RUA TRES,94,-22.859758304,-47.2083061019999,Vítima,Feminino,30,4/20/1988,Preta,NAO INFORMADA,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 9,SEC Rio Claro,Brotas,DM - Brotas,1,1,70613,6,2018,6/25/2018,647,2018,BROTAS,DEL.POL.BROTAS,DEL.SEC.RIO CLARO,DEINTER 9 - PIRACICABA,6/25/2018,04:11:00 AM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,38,3/30/1980,Branca,NULL,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEMACRO,SEC Carapicuíba,Itapevi,DM - Itapevi,1,1,30644,6,2018,6/28/2018,807,2018,ITAPEVI,DDM ITAPEVI,DEL.SEC.CARAPICUIBA,DEMACRO,6/28/2018,12:40:00 PM,Via pública,ESTRADA LAGOA DA MANGUEIRA,265,-23.5426,-47.0092,Vítima,Feminino,31,10/18/1986,Parda,ESTUDANTE,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DECAP,7ª SEC,São Paulo,065 DP - Artur Alvim,1,1,20224,7,2018,7/12/2018,4951,2018,S.PAULO,24º D.P. PONTE RASA,DEL.SEC.7º ITAQUERA,DECAP,7/11/2018,09:37:00 PM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,44,11/23/1973,Branca,NAO INFORMADA,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DECAP,7ª SEC,São Paulo,065 DP - Artur Alvim,,1,20224,7,2018,7/12/2018,4951,2018,S.PAULO,24º D.P. PONTE RASA,DEL.SEC.7º ITAQUERA,DECAP,7/11/2018,09:37:00 PM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,3,12/3/2014,Branca,NULL,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DECAP,8ª SEC,São Paulo,044 DP - Guaianazes,1,1,10356,7,2018,7/1/2018,4669,2018,S.PAULO,89º D.P. JARDIM TABOAO,DEL.SEC.3º OESTE,DECAP,6/30/2018,11:30:00 PM,Via pública,AVENIDA ELISEU DE ALMEIDA,3950,-23.5847964223184,-46.7284063474019,Vítima,Feminino,34,5/13/1984,Parda,NAO INFORMADA,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 2,1ª Seccional Campinas,Campinas,003 DP - Campinas,1,1,70010,7,2018,7/8/2018,6006,2018,CAMPINAS,PLANTÃO - 01 DP CAMPINAS,DEL.SEC.1º CAMPINAS,DEINTER 2 - CAMPINAS,7/8/2018,07:11:00 AM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,25,10/5/1992,Branca,NULL,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 3,SEC Franca,Ituverava,001 DP - Ituverava,1,1,100308,7,2018,7/1/2018,1080,2018,ITUVERAVA,DEL.POL.ITUVERAVA,DEL.SEC.FRANCA,DEINTER 3 - RIBEIRAO PRETO,7/1/2018,03:40:00 PM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,49,11/18/1968,Branca,EMPREGADO DOMESTICO,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 4,SEC Bauru,Bauru,001 DP - Bauru,1,1,60404,7,2018,7/20/2018,16177,2018,BAURU,CPJ BAURU,DEL.SEC.BAURU,DEINTER 4 - BAURU,7/19/2018,09:30:00 PM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,36,2/13/1982,Branca,VENDEDOR(A),HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 5,SEC São José Rio Preto,São José do Rio Preto,004 DP - São José do Rio Preto,1,1,110429,7,2018,7/29/2018,7645,2018,S.JOSE DO RIO PRETO,DEL.SEC.S.J RIO PRETO PLANTÃO,DEL.SEC.S.JOSE DO RIO PRETO,DEINTER 5 - SAO JOSE DO RIO PRETO,7/29/2018,07:58:00 PM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,41,12/8/1976,Branca,EMPACOTADOR,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 7,SEC Sorocaba,Salto,001 DP - Salto,1,1,120555,7,2018,7/13/2018,187,2018,SALTO,DDM SALTO,DEL.SEC.SOROCABA,DEINTER 7 - SOROCABA,7/13/2018,07:10:00 AM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,38,5/25/1980,Branca,PRENDAS DOMESTICAS,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 7,SEC Sorocaba,São Roque,DM - São Roque,1,1,120514,7,2018,7/29/2018,2208,2018,S.ROQUE,DEL.POL.SÃO ROQUE,DEL.SEC.SOROCABA,DEINTER 7 - SOROCABA,7/29/2018,12:29:00 AM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,53,9/4/1964,Branca,PRENDAS DOMESTICAS,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 9,SEC Americana,Santa Bárbara D'Oeste,002 DP - Sta. Barbara do Oeste,1,1,70925,7,2018,7/1/2018,1481,2018,S.BARBARA D OESTE,DEL.POL.PLANTÃO S.BARB.DOESTE,DEL.SEC.AMERICANA,DEINTER 9 - PIRACICABA,6/30/2018,11:00:00 PM,Restaurante e afins,RUA ESPANHA,0,-22.7275972909999,-47.37477016,Vítima,Feminino,25,4/6/1993,Branca,PRENDAS DOMESTICAS,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 9,SEC Piracicaba,Piracicaba,007 DP - Piracicaba,1,1,70922,7,2018,7/18/2018,3313,2018,PIRACICABA,DEL.SEC.PIRACICABA PLANTÃO,DEL.SEC.PIRACICABA,DEINTER 9 - PIRACICABA,7/18/2018,01:30:00 PM,Unidade rural,RODOVIA SAMUEL CASTRO NEVES,171,-22.746205415,-47.705705978,Vítima,Feminino,51,2/15/1967,Branca,NAO INFORMADA,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEMACRO,SEC Carapicuíba,Santana de Parnaíba,DM - Santana do Parnaiba,1,1,30415,7,2018,7/20/2018,2217,2018,SANTANA DE PARNAIBA,DEL.POL.SANTANA DE PARNAIBA,DEL.SEC.CARAPICUIBA,DEMACRO,7/20/2018,07:10:00 PM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,42,10/18/1975,Branca,NULL,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEMACRO,SEC Carapicuíba,Vargem Grande Paulista,DM - Vargem Grande Paulista,1,1,30420,7,2018,7/11/2018,935,2018,VARGEM GRANDE PAULISTA,DEL.POL.VARGEM GRANDE PTA,DEL.SEC.CARAPICUIBA,DEMACRO,7/11/2018,02:00:00 PM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,33,4/9/1985,Parda,NULL,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEMACRO,SEC Guarulhos,Guarulhos,002 DP - Guarulhos,1,1,30207,7,2018,7/29/2018,3418,2018,GUARULHOS,02º D.P. GUARULHOS,DEL.SEC.GUARULHOS,DEMACRO,7/29/2018,12:49:00 PM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,24,11/12/1993,Parda,ATENDENTE,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEMACRO,SEC Guarulhos,Guarulhos,007 DP - Guarulhos,1,1,30217,7,2018,7/3/2018,3938,2018,GUARULHOS,07º D.P. GUARULHOS,DEL.SEC.GUARULHOS,DEMACRO,7/3/2018,04:18:00 PM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,68,7/6/1949,Branca,NULL,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEMACRO,SEC Santo André,Mauá,004 DP - Mauá,1,1,30124,7,2018,7/4/2018,4234,2018,MAUA,01º DP MAUA-DR.ALFREDO GARBINO,DEL.SEC.SANTO ANDRÉ,DEMACRO,7/4/2018,06:50:00 PM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,15,3/8/2003,Branca,ESTUDANTE,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DECAP,2ª SEC,São Paulo,097 DP - Americanópolis,1,1,10226,8,2018,8/9/2018,5468,2018,S.PAULO,26º D.P. SACOMA,DEL.SEC.2º SUL,DECAP,8/8/2018,08:00:00 PM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,26,4/5/1992,Parda,ESTUDANTE,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DECAP,6ª SEC,São Paulo,025 DP - Parelheiros,1,1,10374,8,2018,8/23/2018,7275,2018,S.PAULO,101º D.P. JDIM IMBUIAS,DEL.SEC.6º SANTO AMARO,DECAP,8/23/2018,05:00:00 PM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,42,11/19/1975,Branca,COMERCIANTE,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 2,2ª Seccional Campinas,Campinas,008 DP - Campinas,1,1,70326,8,2018,8/16/2018,1017,2018,CAMPINAS,08º D.P. CAMPINAS,DEL.SEC.2º CAMPINAS,DEINTER 2 - CAMPINAS,8/16/2018,07:00:00 AM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,31,4/15/1987,Parda,AUXILIAR DE COZINHA,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 3,SEC Barretos,Guaíra,DM - Guaíra,1,1,100915,8,2018,8/28/2018,914,2018,GUAIRA,DEL.POL.PLANTÃO GUAIRA,DEL.SEC.BARRETOS,DEINTER 3 - RIBEIRAO PRETO,8/28/2018,08:39:00 PM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,22,2/5/1996,Parda,NULL,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 3,SEC Franca,Franca,002 DP - Franca,1,1,100910,8,2018,8/19/2018,4823,2018,FRANCA,DEL.SEC.FRANCA PLANTÃO,DEL.SEC.FRANCA,DEINTER 3 - RIBEIRAO PRETO,8/19/2018,12:16:00 PM,Via pública,RUA ANTÔNIO CONSTANTINO,764,NULL,NULL,Vítima,Feminino,48,8/16/1970,Parda,NULL,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 4,SEC Tupã,Tupã,002 DP - Tupã,1,1,804229,8,2018,8/31/2018,2600,2018,TUPA,CPJ TUPA,DEL.SEC.TUPÃ,DEINTER 4 - BAURU,8/31/2018,12:30:00 PM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,44,6/16/1974,Parda,PRENDAS DOMESTICAS,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 5,SEC São José Rio Preto,São José do Rio Preto,003 DP - São José do Rio Preto,1,1,110429,8,2018,8/29/2018,8728,2018,S.JOSE DO RIO PRETO,DEL.SEC.S.J RIO PRETO PLANTÃO,DEL.SEC.S.JOSE DO RIO PRETO,DEINTER 5 - SAO JOSE DO RIO PRETO,8/29/2018,07:20:00 PM,Via pública,RUA VALDECIR QUINTINO,131,-20.788306167,-49.3547706909999,Vítima,Feminino,27,4/23/1991,Branca,TECNICO EM ENFERMAGEM,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 6,SEC Itanhaém,Itanhaém,001 DP - Itanhaem,1,1,40401,8,2018,8/30/2018,2058,2018,ITANHAEM,01º D.P. ITANHAEM,DEL.SEC.ITANHAEM,DEINTER 6 - SANTOS,8/30/2018,12:00:00 PM,Condominio Residencial,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,35,1/8/1983,Parda,PRENDAS DOMESTICAS,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 6,SEC Santos,Cubatão,003 DP - Cubatão,1,1,40405,8,2018,8/28/2018,287,2018,CUBATAO,DDM CUBATAO,DEL.SEC.SANTOS,DEINTER 6 - SANTOS,8/28/2018,12:20:00 PM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,26,2/22/1992,Branca,NULL,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEMACRO,SEC Santo André,Mauá,004 DP - Mauá,1,1,30124,8,2018,8/23/2018,5455,2018,MAUA,01º DP MAUA-DR.ALFREDO GARBINO,DEL.SEC.SANTO ANDRÉ,DEMACRO,8/23/2018,08:20:00 PM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,38,8/28/1979,Parda,FAXINEIRO(A),HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEMACRO,SEC São Bernardo Campo,São Bernardo do Campo,003 DP - São Bernardo do Campo,1,1,30111,8,2018,8/25/2018,5347,2018,S.BERNARDO DO CAMPO,03º D.P. S.BERNARDO DO CAMPO,DEL.SEC.S.BERNARDO DO CAMPO,DEMACRO,8/25/2018,02:00:00 PM,Via pública,RUA DOS FELTRINS,843,-23.7406391960604,-46.5609160602539,Vítima,Feminino,39,1/27/1979,Parda,NULL,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DECAP,1ª SEC,São Paulo,006 DP - Cambuci,1,1,10109,9,2018,9/13/2018,3026,2018,S.PAULO,01ª DDM CENTRO,DEL.SEC.1º CENTRO,DECAP,9/13/2018,06:00:00 PM,Via pública,RUA MUNIZ DE SOUZA,840,-23.570220083616,-46.627581493624,Vítima,Feminino,18,5/9/2000,Branca,BALCONISTA,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DECAP,2ª SEC,São Paulo,095 DP - Heliópolis,1,1,10226,9,2018,9/9/2018,6194,2018,S.PAULO,26º D.P. SACOMA,DEL.SEC.2º SUL,DECAP,9/9/2018,02:20:00 PM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,49,7/27/1969,Parda,EMPREGADO DOMESTICO,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DECAP,2ª SEC,São Paulo,095 DP - Heliópolis,1,1,10226,9,2018,9/22/2018,6464,2018,S.PAULO,26º D.P. SACOMA,DEL.SEC.2º SUL,DECAP,9/22/2018,08:30:00 PM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,29,8/4/1989,Parda,DESEMPREGADO(A),HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DECAP,4ª SEC,São Paulo,074 DP - Jaraguá,1,1,10335,9,2018,9/6/2018,5580,2018,S.PAULO,72º D.P. VILA PENTEADO,DEL.SEC.4º NORTE,DECAP,9/6/2018,01:30:00 AM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,39,5/19/1979,Parda,BALCONISTA,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 1,SEC Taubaté,Pindamonhangaba,002 DP - Pindamonhangaba,1,1,130425,9,2018,9/11/2018,675,2018,PINDAMONHANGABA,DDM PINDAMONHANGABA,DEL.SEC.TAUBATÉ,DEINTER 1 - SAO JOSE DOS CAMPOS,9/11/2018,A TARDE,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,30,2/23/1988,Branca,AUXILIAR DE ENFERMAGEN,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 2,1ª Seccional Campinas,Campinas,005 DP - Campinas,1,1,70005,9,2018,9/14/2018,62,2018,CAMPINAS,01ª DEL. SEC. CAMPINAS - SHPP,DEL.SEC.1º CAMPINAS,DEINTER 2 - CAMPINAS,9/14/2018,12:30:00 PM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,24,2/25/1994,Branca,ESTUDANTE,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 2,2ª Seccional Campinas,Campinas,006 DP - Campinas,1,1,70942,9,2018,9/13/2018,6999,2018,CAMPINAS,DEL.SEC.2ª CAMPINAS-PLANTÃO,DEL.SEC.2º CAMPINAS,DEINTER 2 - CAMPINAS,9/13/2018,06:38:00 AM,Via pública,RUA JOSÉ FLORENCIANO SANTOS JESSÉ,88,-22.9359895031202,-47.1210704820325,Vítima,Feminino,33,2/20/1985,Branca,ADMINISTRADOR(A),HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 5,SEC São José Rio Preto,São José do Rio Preto,004 DP - São José do Rio Preto,1,1,110429,9,2018,9/26/2018,9606,2018,S.JOSE DO RIO PRETO,DEL.SEC.S.J RIO PRETO PLANTÃO,DEL.SEC.S.JOSE DO RIO PRETO,DEINTER 5 - SAO JOSE DO RIO PRETO,9/25/2018,08:30:00 PM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,21,1/26/1997,Branca,NULL,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 8,SEC Assis,Paraguaçu Paulista,001 DP - Paraguaçú Pta.,1,1,80122,9,2018,9/19/2018,379,2018,PARAGUACU PAULISTA,DDM PARAGUACU PTA,DEL.SEC.ASSIS,DEINTER 8 - PRESIDENTE PRUDENTE,9/19/2018,EM HORA INCERTA,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,42,3/13/1976,Branca,DESEMPREGADO(A),HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 9,SEC Piracicaba,Capivari,DM - Capivari,1,1,70504,9,2018,9/15/2018,1653,2018,CAPIVARI,DEL.POL.CAPIVARI,DEL.SEC.PIRACICABA,DEINTER 9 - PIRACICABA,9/15/2018,01:30:00 AM,Area não ocupada,AVENIDA BRIGADEIRO FARIA LIMA,2080,-23.014589851,-47.522510182,Vítima,Feminino,35,6/14/1983,Parda,EMPREGADO DOMESTICO,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEMACRO,SEC Carapicuíba,Jandira,DM - Jandira,1,1,30408,9,2018,9/7/2018,3016,2018,JANDIRA,DEL.POL.JANDIRA,DEL.SEC.CARAPICUIBA,DEMACRO,9/7/2018,12:04:00 PM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,58,7/12/1960,Parda,NULL,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DECAP,3ª SEC,São Paulo,037 DP - Campo Limpo,1,1,10356,10,2018,10/12/2018,7267,2018,S.PAULO,89º D.P. JARDIM TABOAO,DEL.SEC.3º OESTE,DECAP,10/12/2018,09:00:00 PM,Via pública,RUA CONSTANTINO DE OLIVEIRA LEDO,432,-23.6344480431618,-46.7498816568488,Vítima,Feminino,35,9/15/1983,Branca,DESEMPREGADO,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DECAP,4ª SEC,São Paulo,013 DP - Casa Verde,1,1,20113,10,2018,10/3/2018,7833,2018,S.PAULO,13º D.P. CASA VERDE,DEL.SEC.4º NORTE,DECAP,10/3/2018,12:00:00 PM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,51,4/29/1967,Branca,NAO INFORMADA,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DECAP,6ª SEC,São Paulo,025 DP - Parelheiros,1,1,10225,10,2018,10/8/2018,3419,2018,S.PAULO,25º D.P. PARELHEIROS,DEL.SEC.6º SANTO AMARO,DECAP,10/8/2018,11:00:00 AM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,34,2/17/1984,Preta,AJUDANTE GERAL,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DECAP,6ª SEC,São Paulo,047 DP - Capão Redondo,1,1,10247,10,2018,10/6/2018,8650,2018,S.PAULO,47º D.P. CAPAO REDONDO,DEL.SEC.6º SANTO AMARO,DECAP,10/6/2018,08:39:00 AM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,45,11/11/1972,Branca,NULL,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DECAP,7ª SEC,São Paulo,024 DP - Ponte Rasa,1,1,20224,10,2018,10/22/2018,7674,2018,S.PAULO,24º D.P. PONTE RASA,DEL.SEC.7º ITAQUERA,DECAP,10/22/2018,10:11:00 AM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,39,2/4/1979,Parda,AUTONOMO(A),HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 1,SEC São José Campos,São José dos Campos,003 DP - São Jose dos Campos,1,1,130314,10,2018,10/10/2018,2532,2018,S.JOSE DOS CAMPOS,DDM SAO JOSE DOS CAMPOS,DEL.SEC.S.JOSÉ DOS CAMPOS,DEINTER 1 - SAO JOSE DOS CAMPOS,10/10/2018,03:23:00 PM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,13,7/15/2005,Branca,ESTUDANTE,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 1,SEC São José Campos,São José dos Campos,003 DP - São Jose dos Campos,,1,130314,10,2018,10/10/2018,2532,2018,S.JOSE DOS CAMPOS,DDM SAO JOSE DOS CAMPOS,DEL.SEC.S.JOSÉ DOS CAMPOS,DEINTER 1 - SAO JOSE DOS CAMPOS,10/10/2018,03:23:00 PM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,35,9/28/1983,Branca,NULL,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 1,SEC São José Campos,São José dos Campos,006 DP - São Jose dos Campos,1,1,130508,10,2018,10/3/2018,3312,2018,S.JOSE DOS CAMPOS,DEL.SEC.POL.SJCAMPOS PL SUL,DEL.SEC.S.JOSÉ DOS CAMPOS,DEINTER 1 - SAO JOSE DOS CAMPOS,10/3/2018,06:44:00 PM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,NULL,NULL,Amarela,COZINHEIRO(A),HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 2,SEC Mogi-Guaçu,Itapira,001 DP - Itapira,1,1,70313,10,2018,10/21/2018,3158,2018,ITAPIRA,DEL.POL.ITAPIRA,DEL.SEC.MOGI GUAÇU,DEINTER 2 - CAMPINAS,10/21/2018,05:10:00 AM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,38,8/16/1980,Preta,NULL,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 3,SEC Araraquara,Rincão,DM - Rincão,1,1,100908,10,2018,10/6/2018,2728,2018,ARARAQUARA,DEL.SEC.ARARAQUARA PLANTÃO,DEL.SEC.ARARAQUARA,DEINTER 3 - RIBEIRAO PRETO,10/6/2018,09:20:00 AM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,85,11/29/1932,Branca,NULL,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
